"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]","Dew-point temperature mean [°C]","Cloud cover [1/8]","Air pressure mean [hPa]","Relative humidity mean [%]","Precipitation amount mean [mm]","Weather description","Horizontal visibility mean [m]"
"Tornio Torppi","2023","1","8","10:00","-9.5","-12.5","Cloudy (8/8)","1018","79","0","Snow showers. light","22473"
"Tornio Torppi","2023","1","8","10:10","-9.5","-12.5","Cloudy (8/8)","1017.9","79","0","Snow showers. light","13228"
"Tornio Torppi","2023","1","8","10:20","-9.5","-12.5","Cloudy (8/8)","1017.8","78","0","Snow showers. light","25676"
"Tornio Torppi","2023","1","8","10:30","-9.4","-12.5","Cloudy (8/8)","1017.8","79","0","Snow showers. light","21676"
"Tornio Torppi","2023","1","8","10:40","-9.4","-12.4","Cloudy (8/8)","1017.8","79","0","Snow showers. light","10037"
"Tornio Torppi","2023","1","8","10:50","-9.4","-12.4","Cloudy (8/8)","1017.7","79","0","Snow showers. light","10942"
"Tornio Torppi","2023","1","8","11:00","-9.4","-12.2","Cloudy (8/8)","1017.7","80","0","Snow showers. light","3675"
"Tornio Torppi","2023","1","8","11:10","-9.4","-12","Cloudy (8/8)","1017.7","81","0.08","Snow, light","2089"
"Tornio Torppi","2023","1","8","11:20","-9.4","-11.8","Cloudy (8/8)","1017.6","83","0.1","Snow, light","1722"
"Tornio Torppi","2023","1","8","11:30","-9.4","-11.8","Cloudy (8/8)","1017.4","83","0.12","Snow, light","1502"
"Tornio Torppi","2023","1","8","11:40","-9.4","-11.7","Cloudy (8/8)","1017.3","83","0.15","Snow, light","1612"
"Tornio Torppi","2023","1","8","11:50","-9.4","-11.6","Cloudy (8/8)","1017.3","84","0.07","Snow, light","1640"
"Tornio Torppi","2023","1","8","12:00","-9.4","-11.5","Cloudy (8/8)","1017.1","84","0","Snow, light","1511"
"Tornio Torppi","2023","1","8","12:10","-9.3","-11.4","Cloudy (8/8)","1017.1","85","0.15","Snow, light","1277"
"Tornio Torppi","2023","1","8","12:20","-9.3","-11.3","Cloudy (8/8)","1017","85","0.08","Snow, light","1911"
"Tornio Torppi","2023","1","8","12:30","-9.2","-11.4","Cloudy (8/8)","1017","84","0","Snow, light","3703"
"Tornio Torppi","2023","1","8","12:40","-9.1","-11.4","Cloudy (8/8)","1016.8","84","0","Snow, light","6395"
"Tornio Torppi","2023","1","8","12:50","-9.1","-11.3","Cloudy (8/8)","1016.9","84","0","Snow grains","10204"
"Tornio Torppi","2023","1","8","13:00","-9","-11.2","Cloudy (8/8)","1016.7","83","0","Snow grains","7116"
"Tornio Torppi","2023","1","8","13:10","-8.9","-11.1","Cloudy (8/8)","1016.7","84","0","Snow grains","6280"
"Tornio Torppi","2023","1","8","13:20","-8.7","-11.1","Cloudy (8/8)","1016.6","83","0.08","Snow, light","4332"
"Tornio Torppi","2023","1","8","13:30","-8.7","-10.9","Cloudy (8/8)","1016.5","84","0.03","Snow, light","3869"
"Tornio Torppi","2023","1","8","13:40","-8.6","-10.8","Cloudy (8/8)","1016.6","84","0.08","Snow, light","4034"
"Tornio Torppi","2023","1","8","13:50","-8.5","-10.8","Cloudy (8/8)","1016.5","84","0","Snow, light","5766"
"Tornio Torppi","2023","1","8","14:00","-8.5","-10.7","Cloudy (8/8)","1016.4","84","0","Snow, light","3353"
"Tornio Torppi","2023","1","8","14:10","-8.5","-10.6","Cloudy (8/8)","1016.3","84","0.17","Snow, light","3511"
"Tornio Torppi","2023","1","8","14:20","-8.5","-10.5","Cloudy (8/8)","1016.2","85","0.08","Snow, light","2222"
"Tornio Torppi","2023","1","8","14:30","-8.4","-10.5","Cloudy (8/8)","1016.1","85","0.17","Snow, light","2173"
"Tornio Torppi","2023","1","8","14:40","-8.4","-10.5","Cloudy (8/8)","1016.1","85","0.12","Snow, light","3173"
"Tornio Torppi","2023","1","8","14:50","-8.4","-10.6","Cloudy (8/8)","1016","84","0.07","Snow, light","2761"
"Tornio Torppi","2023","1","8","15:00","-8.4","-10.5","Cloudy (8/8)","1015.9","84","0.12","Snow, light","2971"
"Tornio Torppi","2023","1","8","15:10","-8.3","-10.5","Cloudy (8/8)","1015.8","85","0.03","Snow, light","2345"
"Tornio Torppi","2023","1","8","15:20","-8.3","-10.4","Cloudy (8/8)","1015.8","85","0.17","Snow, light","1963"
"Tornio Torppi","2023","1","8","15:30","-8.3","-10.3","Cloudy (8/8)","1015.7","85","0.03","Snow, light","1696"
"Tornio Torppi","2023","1","8","15:40","-8.2","-10.4","Cloudy (8/8)","1015.5","84","0.23","Snow, light","1219"
"Tornio Torppi","2023","1","8","15:50","-8.2","-10.4","Cloudy (8/8)","1015.5","85","0.17","Snow, light","1892"
"Tornio Torppi","2023","1","8","16:00","-8.1","-10.5","Cloudy (8/8)","1015.4","83","0","Snow, light","3679"
"Tornio Torppi","2023","1","8","16:10","-8.1","-10.4","Cloudy (8/8)","1015.3","84","0.08","Snow, light","1890"
"Tornio Torppi","2023","1","8","16:20","-8.2","-10.3","Cloudy (8/8)","1015.2","85","0.08","Snow, light","1428"
"Tornio Torppi","2023","1","8","16:30","-8.2","-10.2","Cloudy (8/8)","1015.2","85","0.27","Snow, light","988"
"Tornio Torppi","2023","1","8","16:40","-8.2","-10.1","Cloudy (8/8)","1015.1","86","0.2","Snow, light","1370"
"Tornio Torppi","2023","1","8","16:50","-8.2","-10.1","Cloudy (8/8)","1015.1","87","0.18","Snow, light","1120"
"Tornio Torppi","2023","1","8","17:00","-8.2","-10.1","Cloudy (8/8)","1015","86","0.12","Snow, light","1273"
"Tornio Torppi","2023","1","8","17:10","-8.2","-10.1","Cloudy (8/8)","1014.9","86","0.22","Snow, light","1265"
"Tornio Torppi","2023","1","8","17:20","-8.2","-10","Cloudy (8/8)","1014.8","86","0.17","Snow, light","1199"
"Tornio Torppi","2023","1","8","17:30","-8.2","-10","Cloudy (8/8)","1014.7","87","0.12","Snow, light","1097"
"Tornio Torppi","2023","1","8","17:40","-8.1","-10","Cloudy (8/8)","1014.6","87","0.25","Snow, moderate","814"
"Tornio Torppi","2023","1","8","17:50","-8.1","-10","Cloudy (8/8)","1014.6","87","0.27","Snow, moderate","832"
"Tornio Torppi","2023","1","8","18:00","-8.1","-9.9","Cloudy (8/8)","1014.6","87","0.28","Snow, moderate","899"
"Tornio Torppi","2023","1","8","18:10","-8.1","-9.9","Cloudy (8/8)","1014.5","87","0.23","Snow, light","979"
"Tornio Torppi","2023","1","8","18:20","-8.1","-9.9","Cloudy (8/8)","1014.5","87","0.22","Snow, moderate","767"
"Tornio Torppi","2023","1","8","18:30","-8.1","-9.9","Cloudy (8/8)","1014.5","87","0.27","Snow, moderate","848"
"Tornio Torppi","2023","1","8","18:40","-8.1","-9.9","Cloudy (8/8)","1014.5","87","0.28","Snow, moderate","801"
"Tornio Torppi","2023","1","8","18:50","-8.1","-9.9","Cloudy (8/8)","1014.5","87","0.18","Snow, moderate","626"
"Tornio Torppi","2023","1","8","19:00","-8.1","-9.9","Cloudy (8/8)","1014.5","87","0.25","Snow, moderate","912"
"Tornio Torppi","2023","1","8","19:10","-8.1","-9.9","Cloudy (8/8)","1014.5","87","0.2","Snow, moderate","556"
"Tornio Torppi","2023","1","8","19:20","-8.1","-9.9","Cloudy (8/8)","1014.6","87","0.23","Snow, moderate","642"
"Tornio Torppi","2023","1","8","19:30","-8.1","-9.8","Cloudy (8/8)","1014.5","87","0.25","Snow, moderate","617"
"Tornio Torppi","2023","1","8","19:40","-8.1","-9.8","Cloudy (8/8)","1014.6","87","0.32","Snow, moderate","635"
"Tornio Torppi","2023","1","8","19:50","-8.1","-9.8","Cloudy (8/8)","1014.5","88","0.37","Snow, moderate","721"
"Tornio Torppi","2023","1","8","20:00","-8.1","-9.8","Cloudy (8/8)","1014.4","87","0.18","Snow, moderate","730"
"Tornio Torppi","2023","1","8","20:10","-8.1","-9.8","Cloudy (8/8)","1014.4","88","0.28","Snow, moderate","629"
"Tornio Torppi","2023","1","8","20:20","-8","-9.8","Cloudy (8/8)","1014.4","87","0.27","Snow, moderate","632"
"Tornio Torppi","2023","1","8","20:30","-8","-9.8","Cloudy (8/8)","1014.3","87","0.32","Snow, moderate","635"
"Tornio Torppi","2023","1","8","20:40","-8","-9.7","Cloudy (8/8)","1014.2","87","0.28","Snow, moderate","840"
"Tornio Torppi","2023","1","8","20:50","-8","-9.8","Cloudy (8/8)","1014.2","87","0.12","Snow, light","1219"
"Tornio Torppi","2023","1","8","21:00","-7.9","-9.8","Cloudy (8/8)","1014.1","86","0.17","Snow, light","1759"
"Tornio Torppi","2023","1","8","21:10","-7.9","-9.7","Cloudy (8/8)","1014","87","0.18","Snow, light","755"
"Tornio Torppi","2023","1","8","21:20","-7.9","-9.7","Cloudy (8/8)","1014.1","87","0.22","Snow, moderate","734"
"Tornio Torppi","2023","1","8","21:30","-7.9","-9.6","Cloudy (8/8)","1014.2","88","0.18","Snow, moderate","568"
"Tornio Torppi","2023","1","8","21:40","-7.9","-9.6","Cloudy (8/8)","1014.1","88","0.17","Snow, moderate","647"
"Tornio Torppi","2023","1","8","21:50","-7.8","-9.6","Cloudy (8/8)","1014.1","87","0.22","Snow, moderate","666"
"Tornio Torppi","2023","1","8","22:00","-7.9","-9.5","Cloudy (8/8)","1014.2","88","0.18","Snow, moderate","692"
"Tornio Torppi","2023","1","8","22:10","-7.8","-9.5","Cloudy (8/8)","1014.2","88","0.18","Snow, moderate","733"
"Tornio Torppi","2023","1","8","22:20","-7.8","-9.5","Cloudy (8/8)","1014.1","88","0.18","Snow, moderate","664"
"Tornio Torppi","2023","1","8","22:30","-7.9","-9.4","Cloudy (8/8)","1014.2","88","0.2","Snow, moderate","681"
"Tornio Torppi","2023","1","8","22:40","-7.8","-9.5","Cloudy (8/8)","1014.1","88","0.22","Snow, moderate","766"
"Tornio Torppi","2023","1","8","22:50","-7.8","-9.5","Cloudy (8/8)","1014","88","0.18","Snow, moderate","852"
"Tornio Torppi","2023","1","8","23:00","-7.8","-9.5","Cloudy (8/8)","1013.9","88","0.18","Snow, moderate","671"
"Tornio Torppi","2023","1","8","23:10","-7.8","-9.5","Cloudy (8/8)","1013.9","88","0.15","Snow, moderate","576"
"Tornio Torppi","2023","1","8","23:20","-7.8","-9.4","Cloudy (8/8)","1013.9","88","0.2","Snow, moderate","789"
"Tornio Torppi","2023","1","8","23:30","-7.8","-9.4","Cloudy (8/8)","1013.9","88","0.12","Snow, light","869"
"Tornio Torppi","2023","1","8","23:40","-7.8","-9.4","Cloudy (8/8)","1013.8","88","0.13","Snow, light","889"
"Tornio Torppi","2023","1","8","23:50","-7.7","-9.4","Cloudy (8/8)","1013.9","88","0.18","Snow, light","1041"
"Tornio Torppi","2023","1","9","00:00","-7.6","-9.3","Cloudy (8/8)","1013.9","88","0.12","Snow, light","1172"
"Tornio Torppi","2023","1","9","00:10","-7.6","-9.3","Cloudy (8/8)","1013.7","88","0.08","Snow, light","1314"
"Tornio Torppi","2023","1","9","00:20","-7.6","-9.2","Cloudy (8/8)","1013.7","88","0.17","Snow, light","977"
"Tornio Torppi","2023","1","9","00:30","-7.5","-9.1","Cloudy (8/8)","1013.7","89","0.17","Snow, light","784"
"Tornio Torppi","2023","1","9","00:40","-7.5","-9","Cloudy (8/8)","1013.5","89","0.22","Snow, light","779"
"Tornio Torppi","2023","1","9","00:50","-7.5","-9.1","Cloudy (8/8)","1013.5","88","0.15","Snow, light","955"
"Tornio Torppi","2023","1","9","01:00","-7.5","-9.1","Cloudy (8/8)","1013.5","88","0.07","Snow, light","1636"
"Tornio Torppi","2023","1","9","01:10","-7.5","-9.1","Cloudy (8/8)","1013.5","88","0.12","Ice pellets, light","2455"
"Tornio Torppi","2023","1","9","01:20","-7.5","-9.2","Cloudy (8/8)","1013.4","88","0.08","Ice pellets, light","2033"
"Tornio Torppi","2023","1","9","01:30","-7.5","-9.3","Cloudy (8/8)","1013.4","87","0.03","Ice pellets, light","3081"
"Tornio Torppi","2023","1","9","01:40","-7.5","-9.3","Cloudy (8/8)","1013.3","87","0","Snow grains","2755"
"Tornio Torppi","2023","1","9","01:50","-7.6","-9.3","Cloudy (8/8)","1013.3","88","0.08","Snow, light","1850"
"Tornio Torppi","2023","1","9","02:00","-7.6","-9.3","Cloudy (8/8)","1013.1","87","0.07","Snow, light","2456"
"Tornio Torppi","2023","1","9","02:10","-7.5","-9.2","Cloudy (8/8)","1013.1","88","0.08","Snow, light","2241"
"Tornio Torppi","2023","1","9","02:20","-7.4","-9.2","Cloudy (8/8)","1013.1","87","0.07","Snow, light","2108"
"Tornio Torppi","2023","1","9","02:30","-7.4","-9.3","Cloudy (8/8)","1013","87","0.08","Snow, light","2952"
"Tornio Torppi","2023","1","9","02:40","-7.4","-9.3","Cloudy (8/8)","1013","86","0","Snow, light","3615"
"Tornio Torppi","2023","1","9","02:50","-7.4","-9.3","Cloudy (8/8)","1012.9","86","0.08","Snow, light","3972"
"Tornio Torppi","2023","1","9","03:00","-7.4","-9.3","Cloudy (8/8)","1012.9","86","0.03","Snow, light","3158"
"Tornio Torppi","2023","1","9","03:10","-7.4","-9.2","Cloudy (8/8)","1012.9","87","0","Snow, light","2211"
"Tornio Torppi","2023","1","9","03:20","-7.3","-9.3","Cloudy (8/8)","1012.8","86","0.08","Snow, light","2948"
"Tornio Torppi","2023","1","9","03:30","-7.3","-9.4","Cloudy (8/8)","1012.9","85","0","Snow, light","4094"
"Tornio Torppi","2023","1","9","03:40","-7.4","-9.3","Cloudy (8/8)","1012.8","86","0","Snow, light","3962"
"Tornio Torppi","2023","1","9","03:50","-7.4","-9.2","Cloudy (8/8)","1012.8","86","0.08","Snow, light","2319"
"Tornio Torppi","2023","1","9","04:00","-7.3","-9.2","Cloudy (8/8)","1012.7","86","0.07","Snow, light","2052"
"Tornio Torppi","2023","1","9","04:10","-7.4","-9.2","Cloudy (8/8)","1012.6","87","0.12","Snow, light","1984"
"Tornio Torppi","2023","1","9","04:20","-7.3","-9.2","Cloudy (8/8)","1012.6","86","0.12","Snow, light","1979"
"Tornio Torppi","2023","1","9","04:30","-7.3","-9.2","Cloudy (8/8)","1012.5","86","0.08","Snow, light","2082"
"Tornio Torppi","2023","1","9","04:40","-7.4","-9.1","Cloudy (8/8)","1012.5","87","0.15","Snow, light","1639"
"Tornio Torppi","2023","1","9","04:50","-7.3","-9.1","Mostly cloudy (7/8)","1012.5","88","0.2","Snow, light","1539"
"Tornio Torppi","2023","1","9","05:00","-7.3","-9.1","Mostly cloudy (7/8)","1012.4","87","0.03","Snow, light","2108"
"Tornio Torppi","2023","1","9","05:10","-7.3","-9.1","Mostly cloudy (7/8)","1012.2","87","0.15","Snow, light","2700"
"Tornio Torppi","2023","1","9","05:20","-7.3","-9.1","Cloudy (8/8)","1012.1","87","0.08","Snow, light","2112"
"Tornio Torppi","2023","1","9","05:30","-7.3","-9.1","Cloudy (8/8)","1012.1","87","0.1","Snow, light","2099"
"Tornio Torppi","2023","1","9","05:40","-7.4","-9.2","Cloudy (8/8)","1012","87","0.17","Snow, light","1917"
"Tornio Torppi","2023","1","9","05:50","-7.4","-9.2","Cloudy (8/8)","1012","87","0.07","Snow, light","1855"
"Tornio Torppi","2023","1","9","06:00","-7.4","-9.2","Cloudy (8/8)","1012","87","0.15","Snow, light","2218"
"Tornio Torppi","2023","1","9","06:10","-7.5","-9.3","Cloudy (8/8)","1012","87","0.03","Snow, light","3392"
"Tornio Torppi","2023","1","9","06:20","-7.5","-9.4","Cloudy (8/8)","1012","86","0","Snow, light","3178"
"Tornio Torppi","2023","1","9","06:30","-7.6","-9.4","Cloudy (8/8)","1011.9","87","0.17","Snow, light","1356"
"Tornio Torppi","2023","1","9","06:40","-7.6","-9.4","Cloudy (8/8)","1011.8","87","0.15","Snow, light","1434"
"Tornio Torppi","2023","1","9","06:50","-7.6","-9.4","Cloudy (8/8)","1011.8","87","0.03","Snow, light","1859"
"Tornio Torppi","2023","1","9","07:00","-7.6","-9.5","Cloudy (8/8)","1011.7","87","0.13","Snow, light","2070"
"Tornio Torppi","2023","1","9","07:10","-7.6","-9.5","Cloudy (8/8)","1011.8","86","0.03","Snow, light","2881"
"Tornio Torppi","2023","1","9","07:20","-7.6","-9.6","Cloudy (8/8)","1011.9","85","0.08","Snow, light","5762"
"Tornio Torppi","2023","1","9","07:30","-7.5","-9.6","Cloudy (8/8)","1011.9","85","0","Snow, light","10851"
"Tornio Torppi","2023","1","9","07:40","-7.5","-9.6","Cloudy (8/8)","1011.9","85","0","Snow, light","9967"
"Tornio Torppi","2023","1","9","07:50","-7.5","-9.7","Cloudy (8/8)","1011.9","84","0","Snow grains","5552"
"Tornio Torppi","2023","1","9","08:00","-7.5","-9.6","Cloudy (8/8)","1011.9","85","0","Snow, light","2254"
"Tornio Torppi","2023","1","9","08:10","-7.5","-9.5","Cloudy (8/8)","1011.9","86","0.12","Snow, light","2085"
"Tornio Torppi","2023","1","9","08:20","-7.6","-9.3","Cloudy (8/8)","1012","87","0.03","Snow, light","1323"
"Tornio Torppi","2023","1","9","08:30","-7.6","-9.3","Cloudy (8/8)","1012","88","0.22","Snow, light","1036"
"Tornio Torppi","2023","1","9","08:40","-7.6","-9.3","Cloudy (8/8)","1012","88","0.18","Snow, light","1256"
"Tornio Torppi","2023","1","9","08:50","-7.6","-9.4","Cloudy (8/8)","1012","87","0.13","Snow, light","2181"
"Tornio Torppi","2023","1","9","09:00","-7.6","-9.4","Cloudy (8/8)","1011.9","87","0.07","Snow, light","2703"
"Tornio Torppi","2023","1","9","09:10","-7.6","-9.5","Cloudy (8/8)","1012","86","0","Snow, light","2069"
"Tornio Torppi","2023","1","9","09:20","-7.6","-9.4","Cloudy (8/8)","1012.1","87","0.15","Snow, light","1887"
"Tornio Torppi","2023","1","9","09:30","-7.6","-9.4","Cloudy (8/8)","1012","87","0.12","Snow, light","1920"
"Tornio Torppi","2023","1","9","09:40","-7.6","-9.4","Cloudy (8/8)","1012.2","87","0.07","Snow, light","2255"
"Tornio Torppi","2023","1","9","09:50","-7.5","-9.3","Cloudy (8/8)","1012.2","87","0.13","Snow, light","1775"
"Tornio Torppi","2023","1","9","10:00","-7.4","-9.2","Cloudy (8/8)","1012.2","87","0.07","Snow, light","2442"
"Tornio Torppi","2023","1","9","10:10","-7.4","-9.2","Cloudy (8/8)","1012.1","87","0.08","Snow, light","2395"
"Tornio Torppi","2023","1","9","10:20","-7.3","-9.1","Cloudy (8/8)","1012.2","87","0.07","Snow, light","2733"
"Tornio Torppi","2023","1","9","10:30","-7.3","-9","Cloudy (8/8)","1012.2","88","0.12","Snow, light","2514"
"Tornio Torppi","2023","1","9","10:40","-7.2","-8.9","Cloudy (8/8)","1012.2","88","0.03","Snow, light","2379"
"Tornio Torppi","2023","1","9","10:50","-7.2","-8.7","Cloudy (8/8)","1012.1","88","0.08","Snow, light","1392"
"Tornio Torppi","2023","1","9","11:00","-7","-8.8","Cloudy (8/8)","1012.1","87","0.07","Snow, light","2577"
"Tornio Torppi","2023","1","9","11:10","-7","-8.8","Cloudy (8/8)","1012.2","87","0.08","Snow, light","3859"
"Tornio Torppi","2023","1","9","11:20","-7","-8.8","Cloudy (8/8)","1012.5","87","0.03","Snow, light","2847"
"Tornio Torppi","2023","1","9","11:30","-7.1","-8.9","Cloudy (8/8)","1012.5","87","0.08","Snow, light","4641"
"Tornio Torppi","2023","1","9","11:40","-7.1","-8.9","Cloudy (8/8)","1012.5","87","0.03","Snow, light","8762"
"Tornio Torppi","2023","1","9","11:50","-7.1","-8.9","Cloudy (8/8)","1012.5","87","0","Snow grains","18392"
"Tornio Torppi","2023","1","9","12:00","-7.1","-8.9","Cloudy (8/8)","1012.5","87","0","Snow grains","10056"
"Tornio Torppi","2023","1","9","12:10","-7.2","-9","Cloudy (8/8)","1012.5","87","0","Snow grains","14558"
"Tornio Torppi","2023","1","9","12:20","-7.2","-9","Cloudy (8/8)","1012.6","87","0","Snow grains","30206"
"Tornio Torppi","2023","1","9","12:30","-7.2","-9","Cloudy (8/8)","1012.5","87","0","Drizzle or snow grains during previous hour, but not during observation.","50000"
"Tornio Torppi","2023","1","9","12:40","-7.2","-9.1","Cloudy (8/8)","1012.6","86","0","Drizzle or snow grains during previous hour, but not during observation.","34135"
"-","2023","1","9","12:50","-","-","-","-","-","-","-","-"
"Tornio Torppi","2023","1","9","13:00","-7.3","-9.1","Cloudy (8/8)","1012.6","87","0","Snow showers. light","46387"
